000000 0.3331 0.3336 0.3334
000100 0.9683 0.0189 0.0128
000200 0.8958 0.0744 0.0298
000300 0.8258 0.1291 0.0451
000400 0.7821 0.1650 0.0529
000500 0.7532 0.1892 0.0576
000600 0.7528 0.1848 0.0624
000700 0.7387 0.1979 0.0634
000800 0.7563 0.1835 0.0602
000900 0.7390 0.1977 0.0633
001000 0.7412 0.1907 0.0681
001100 0.7356 0.2012 0.0632
001200 0.7435 0.1929 0.0635
001300 0.7405 0.1951 0.0644
001400 0.7598 0.1838 0.0564
001500 0.7563 0.1801 0.0635
001600 0.7454 0.1947 0.0599
001700 0.7510 0.1881 0.0609
001800 0.7414 0.1953 0.0633
001900 0.7500 0.1888 0.0612
002000 0.7493 0.1897 0.0610
002100 0.7515 0.1892 0.0593
002200 0.7366 0.2005 0.0629
002300 0.7441 0.1941 0.0618
002400 0.7526 0.1870 0.0604
002500 0.7404 0.1946 0.0650
002600 0.7404 0.1950 0.0645
002700 0.7359 0.1971 0.0670
002800 0.7495 0.1877 0.0628
002900 0.7443 0.1946 0.0610
003000 0.7496 0.1876 0.0628
003100 0.7364 0.2012 0.0624
003200 0.7534 0.1863 0.0603
003300 0.7483 0.1900 0.0618
003400 0.7403 0.1959 0.0638
003500 0.7451 0.1937 0.0612
003600 0.7472 0.1889 0.0639
003700 0.7454 0.1940 0.0605
003800 0.7517 0.1850 0.0632
003900 0.7533 0.1845 0.0621
004000 0.7400 0.1978 0.0622
004100 0.7339 0.2012 0.0649
004200 0.7475 0.1919 0.0606
004300 0.7351 0.1981 0.0668
004400 0.7559 0.1835 0.0607
004500 0.7386 0.1977 0.0636
004600 0.7531 0.1860 0.0609
004700 0.7341 0.2007 0.0652
004800 0.7543 0.1855 0.0602
004900 0.7532 0.1884 0.0584
005000 0.7457 0.1918 0.0625
005100 0.7537 0.1867 0.0596
005200 0.7324 0.2009 0.0668
005300 0.7464 0.1942 0.0594
005400 0.7473 0.1922 0.0605
005500 0.7564 0.1833 0.0604
005600 0.7415 0.1956 0.0628
005700 0.7429 0.1952 0.0620
005800 0.7556 0.1872 0.0572
005900 0.7564 0.1834 0.0602
006000 0.7444 0.1944 0.0612
006100 0.7462 0.1869 0.0669
006200 0.7318 0.2038 0.0643
006300 0.7391 0.1973 0.0636
006400 0.7445 0.1938 0.0617
006500 0.7436 0.1883 0.0681
006600 0.7315 0.2045 0.0641
006700 0.7581 0.1799 0.0620
006800 0.7450 0.1963 0.0586
006900 0.7501 0.1878 0.0620
007000 0.7552 0.1870 0.0578
007100 0.7527 0.1878 0.0595
007200 0.7541 0.1884 0.0575
007300 0.7425 0.1945 0.0630
007400 0.7536 0.1875 0.0590
007500 0.7413 0.1918 0.0669
007600 0.7384 0.2024 0.0592
007700 0.7477 0.1894 0.0629
007800 0.7323 0.2005 0.0672
007900 0.7467 0.1901 0.0632
008000 0.7476 0.1921 0.0603
008100 0.7432 0.1927 0.0641
008200 0.7398 0.1971 0.0632
008300 0.7486 0.1903 0.0611
008400 0.7313 0.2021 0.0665
008500 0.7450 0.1935 0.0614
008600 0.7570 0.1841 0.0589
008700 0.7386 0.1953 0.0660
008800 0.7580 0.1839 0.0581
008900 0.7259 0.2055 0.0686
009000 0.7616 0.1811 0.0573
009100 0.7448 0.1930 0.0623
009200 0.7488 0.1904 0.0608
009300 0.7527 0.1857 0.0616
009400 0.7338 0.1976 0.0686
009500 0.7545 0.1870 0.0585
009600 0.7486 0.1918 0.0597
009700 0.7370 0.1971 0.0659
009800 0.7603 0.1825 0.0572
009900 0.7514 0.1904 0.0581
010000 0.7517 0.1895 0.0589
010100 0.7372 0.1971 0.0657
010200 0.7525 0.1861 0.0614
010300 0.7525 0.1861 0.0614
010400 0.7525 0.1861 0.0614
010500 0.7525 0.1861 0.0614
010600 0.7525 0.1861 0.0614
010700 0.7525 0.1861 0.0614
010800 0.7525 0.1861 0.0614
010900 0.7525 0.1861 0.0614
011000 0.7525 0.1861 0.0614
011100 0.7525 0.1861 0.0614
011200 0.7525 0.1861 0.0614
011300 0.7525 0.1861 0.0614
011400 0.7525 0.1861 0.0614
011500 0.7525 0.1861 0.0614
011600 0.7525 0.1861 0.0614
011700 0.7525 0.1861 0.0614
011800 0.7525 0.1861 0.0614
011900 0.7525 0.1861 0.0614
012000 0.7525 0.1861 0.0614
012100 0.7525 0.1861 0.0614
012200 0.7525 0.1861 0.0614
012300 0.7525 0.1861 0.0614
012400 0.7525 0.1861 0.0614
012500 0.7525 0.1861 0.0614
012600 0.7525 0.1861 0.0614
012700 0.7525 0.1861 0.0614
012800 0.7525 0.1861 0.0614
012900 0.7525 0.1861 0.0614
013000 0.7525 0.1861 0.0614
013100 0.7525 0.1861 0.0614
013200 0.7525 0.1861 0.0614
013300 0.7525 0.1861 0.0614
013400 0.7525 0.1861 0.0614
013500 0.7525 0.1861 0.0614
013600 0.7525 0.1861 0.0614
013700 0.7525 0.1861 0.0614
013800 0.7525 0.1861 0.0614
013900 0.7525 0.1861 0.0614
014000 0.7525 0.1861 0.0614
014100 0.7525 0.1861 0.0614
014200 0.7525 0.1861 0.0614
014300 0.7525 0.1861 0.0614
014400 0.7525 0.1861 0.0614
014500 0.7525 0.1861 0.0614
014600 0.7525 0.1861 0.0614
014700 0.7525 0.1861 0.0614
014800 0.7525 0.1861 0.0614
014900 0.7525 0.1861 0.0614
015000 0.7525 0.1861 0.0614
015100 0.7525 0.1861 0.0614
015200 0.7525 0.1861 0.0614
015300 0.7525 0.1861 0.0614
015400 0.7525 0.1861 0.0614
015500 0.7525 0.1861 0.0614
015600 0.7525 0.1861 0.0614
015700 0.7525 0.1861 0.0614
015800 0.7525 0.1861 0.0614
015900 0.7525 0.1861 0.0614
016000 0.7525 0.1861 0.0614
016100 0.7525 0.1861 0.0614
016200 0.7525 0.1861 0.0614
016300 0.7525 0.1861 0.0614
016400 0.7525 0.1861 0.0614
016500 0.7525 0.1861 0.0614
