000000 0.3352 0.3250 0.3398
000010 0.2434 0.3651 0.3915
000020 0.2167 0.4447 0.3386
000030 0.2531 0.4436 0.3033
000040 0.2967 0.4234 0.2799
000050 0.3023 0.3652 0.3325
000060 0.2703 0.3696 0.3601
000070 0.2513 0.3995 0.3492
000080 0.2448 0.4061 0.3491
000090 0.2593 0.4052 0.3355
